,tag,t,z,mass,width
35615,1.00,11939.00,390.09,1266465.00,7529.74
35618,1.00,11940.00,393.41,1803319.00,9499.06
35621,1.00,11941.00,396.35,1904923.00,10338.42
35624,1.00,11942.00,399.71,1610004.00,9108.22
35627,1.00,11943.00,403.36,1244899.00,7565.42
35630,1.00,11944.00,407.37,1218081.00,7736.28
35633,1.00,11945.00,402.76,1771870.00,11135.79
35636,1.00,11946.00,392.52,2270149.00,13157.26
35639,1.00,11947.00,386.52,2579081.00,12175.57
35642,1.00,11948.00,380.22,2145262.00,10720.37
35645,1.00,11949.00,375.69,2145865.00,10723.01
35648,1.00,11950.00,372.05,1687677.00,8901.14
35651,1.00,11951.00,367.67,2195523.00,10541.50
35654,1.00,11952.00,364.30,1796586.00,9579.02
35657,1.00,11953.00,361.14,1785026.00,9717.23
35660,1.00,11954.00,358.28,1959160.00,9782.06
35663,1.00,11955.00,362.20,2147934.00,11989.65
35666,1.00,11956.00,370.17,1716340.00,9551.76
35669,1.00,11957.00,377.87,1600637.00,9076.87
35672,1.00,11958.00,383.75,2039694.00,10294.58
35675,1.00,11959.00,388.73,2330317.00,11157.39
35678,1.00,11960.00,393.45,1427830.00,8379.79
35681,1.00,11961.00,398.84,1198599.00,7510.33
35684,1.00,11962.00,402.24,1188338.00,7173.71
35687,1.00,11963.00,406.17,1586933.00,8483.39
35690,1.00,11964.00,407.22,1510538.00,8471.65
35693,1.00,11965.00,400.88,1547236.00,9475.02
35696,1.00,11966.00,391.53,1426948.00,8935.77
35699,1.00,11967.00,382.75,1123382.00,7450.86
35702,1.00,11968.00,376.54,1136192.00,6805.28
35705,1.00,11969.00,371.51,1312645.00,7457.91
35708,1.00,11970.00,367.52,1084779.00,6450.78
35711,1.00,11971.00,362.95,1145743.00,7070.29
35714,1.00,11972.00,358.66,1335090.00,7628.01
35717,1.00,11973.00,355.62,1545955.00,8324.93
35720,1.00,11974.00,352.98,1482224.00,8552.55
35723,1.00,11975.00,362.81,1798123.00,10102.76
35726,1.00,11976.00,369.76,1501142.00,8792.49
35729,1.00,11977.00,378.06,1834205.00,9851.42
35732,1.00,11978.00,383.26,1789008.00,9472.64
35735,1.00,11979.00,387.05,2049019.00,9982.88
35738,1.00,11980.00,390.63,1352694.00,7755.11
35741,1.00,11981.00,394.49,1624837.00,8676.12
35744,1.00,11982.00,397.72,1092606.00,6929.32
35747,1.00,11983.00,400.96,1094003.00,6801.21
35750,1.00,11984.00,401.72,1268965.00,7624.20
35753,1.00,11985.00,393.25,2182588.00,11589.45
35756,1.00,11986.00,384.84,2138972.00,10881.68
35759,1.00,11987.00,378.50,2048632.00,10800.10
35762,1.00,11988.00,373.45,2196624.00,11164.81
35765,1.00,11989.00,369.72,1576416.00,9344.88
35768,1.00,11990.00,366.27,1492756.00,7692.45
35771,1.00,11991.00,362.22,1331187.00,7552.97
35774,1.00,11992.00,358.34,1556355.00,9059.34
35777,1.00,11993.00,355.82,2020993.00,10511.18
35780,1.00,11994.00,355.52,1453755.00,9249.70
35783,1.00,11995.00,366.03,1443149.00,8975.95
35786,1.00,11996.00,373.95,1078959.00,7065.51
35789,1.00,11997.00,382.82,1092546.00,7152.02
35792,1.00,11998.00,389.89,1247146.00,7517.32
35795,1.00,11999.00,394.73,1664533.00,8483.24
35798,1.00,12000.00,398.82,1737944.00,9178.91
35801,1.00,12001.00,400.70,1612963.00,8243.85
35804,1.00,12002.00,404.71,1184544.00,6902.34
35807,1.00,12003.00,407.78,991134.00,6265.52
35810,1.00,12004.00,406.30,1451212.00,9005.01
35813,1.00,12005.00,396.90,1191979.00,7956.96
35816,1.00,12006.00,389.24,1100656.00,7046.47
35819,1.00,12007.00,380.79,995401.00,6650.14
35822,1.00,12008.00,376.46,1210667.00,6719.17
35825,1.00,12009.00,372.50,1537199.00,8041.51
35828,1.00,12010.00,367.79,1256327.00,7308.97
35831,1.00,12011.00,364.05,1083589.00,6337.75
35834,1.00,12012.00,359.30,1381314.00,8072.65
35837,1.00,12013.00,356.00,1701977.00,8639.83
35840,1.00,12014.00,359.65,1489014.00,8895.23
35843,1.00,12015.00,369.00,1124873.00,7462.23
35846,1.00,12016.00,378.27,1200879.00,7116.20
35849,1.00,12017.00,383.23,1953779.00,10264.38
35852,1.00,12018.00,387.88,1808747.00,9625.17
35855,1.00,12019.00,391.62,1970052.00,10200.95
35858,1.00,12020.00,395.98,1636254.00,8921.15
35861,1.00,12021.00,400.43,1173828.00,7202.62
35864,1.00,12022.00,402.92,905492.00,6351.27
35867,1.00,12023.00,407.64,908692.00,5937.14
35870,1.00,12024.00,400.78,1267218.00,8902.42
35873,1.00,12025.00,391.53,1619631.00,9227.23
35876,1.00,12026.00,382.86,1910537.00,9931.38
35879,1.00,12027.00,377.75,2454462.00,11643.59
35882,1.00,12028.00,373.66,2034686.00,9553.98
35885,1.00,12029.00,369.86,2534861.00,11379.22
35888,1.00,12030.00,366.02,1964731.00,9758.50
35891,1.00,12031.00,363.11,1650443.00,8754.67
35894,1.00,12032.00,360.17,1810128.00,9345.24
35897,1.00,12033.00,357.52,1796751.00,8936.69
35900,1.00,12034.00,363.26,1413493.00,9358.09
35903,1.00,12035.00,374.57,1987497.00,10243.70
35906,1.00,12036.00,380.52,1668203.00,9242.27
35909,1.00,12037.00,385.41,1725258.00,9320.32
35912,1.00,12038.00,390.13,2030727.00,9858.55
35915,1.00,12039.00,393.60,2196765.00,10849.51
35918,1.00,12040.00,398.55,2142745.00,10331.45
35921,1.00,12041.00,402.19,1613799.00,8725.65
35924,1.00,12042.00,405.55,1316035.00,7303.35
35927,1.00,12043.00,407.43,1677679.00,8669.28
35930,1.00,12044.00,400.41,2088295.00,11061.47
35933,1.00,12045.00,392.63,2083517.00,10393.72
35936,1.00,12046.00,386.21,2241885.00,11272.84
35939,1.00,12047.00,381.28,1477467.00,8614.60
35942,1.00,12048.00,376.20,1073365.00,6428.85
35945,1.00,12049.00,371.37,1091061.00,6644.85
35948,1.00,12050.00,367.21,1157247.00,7124.21
35951,1.00,12051.00,364.69,1052705.00,6104.70
35954,1.00,12052.00,361.10,1068281.00,6390.66
35957,1.00,12053.00,358.37,1329800.00,8346.30
35960,1.00,12054.00,366.58,2292744.00,11292.30
35963,1.00,12055.00,374.19,1990894.00,10274.94
35966,1.00,12056.00,381.87,1283846.00,7966.49
35969,1.00,12057.00,388.95,1255826.00,7007.61
35972,1.00,12058.00,393.38,1099208.00,6523.05
35975,1.00,12059.00,398.51,1841724.00,9075.19
35978,1.00,12060.00,401.45,1900885.00,9340.15
35981,1.00,12061.00,405.31,1839228.00,9245.32
35984,1.00,12062.00,408.57,1409031.00,7399.47
35987,1.00,12063.00,409.11,1388047.00,8420.11
35990,1.00,12064.00,398.11,1001396.00,7349.73
35993,1.00,12065.00,387.55,1358029.00,7723.41
35996,1.00,12066.00,382.30,1900081.00,9301.46
35999,1.00,12067.00,378.01,1512243.00,7923.55
36002,1.00,12068.00,373.90,1423512.00,7741.98
36005,1.00,12069.00,367.67,1527503.00,8388.41
36008,1.00,12070.00,364.65,2112402.00,10378.73
36011,1.00,12071.00,361.36,2346567.00,10671.81
36014,1.00,12072.00,358.71,2080355.00,10178.63
36017,1.00,12073.00,360.07,2016391.00,10915.06
36020,1.00,12074.00,370.62,1597125.00,9713.47
36023,1.00,12075.00,378.41,1245591.00,7574.14
36026,1.00,12076.00,386.18,1135055.00,7071.31
36029,1.00,12077.00,391.86,1460712.00,8138.06
36032,1.00,12078.00,396.91,1691127.00,8845.22
36035,1.00,12079.00,401.51,2047371.00,10135.40
36038,1.00,12080.00,405.29,1335214.00,7689.76
36041,1.00,12081.00,409.56,1126813.00,7087.18
36044,1.00,12082.00,413.87,1106501.00,6677.91
36047,1.00,12083.00,411.64,1286377.00,7807.57
36050,1.00,12084.00,404.99,1457461.00,8755.02
36053,1.00,12085.00,397.08,1389319.00,7981.88
36056,1.00,12086.00,391.90,1327982.00,7536.90
36059,1.00,12087.00,385.60,1230304.00,7175.88
36062,1.00,12088.00,380.77,1232264.00,7057.92
36065,1.00,12089.00,376.78,1589380.00,8462.86
36068,1.00,12090.00,373.89,1454871.00,7974.19
36071,1.00,12091.00,369.91,1557885.00,8471.58
36074,1.00,12092.00,367.80,1966170.00,9134.17
36077,1.00,12093.00,372.09,1483968.00,8980.88
36080,1.00,12094.00,381.78,1292776.00,7836.81
36083,1.00,12095.00,390.43,1253590.00,7176.76
36086,1.00,12096.00,397.34,1303216.00,7368.57
36089,1.00,12097.00,403.07,1223276.00,7003.18
36092,1.00,12098.00,408.69,1152447.00,7134.86
36095,1.00,12099.00,413.51,1188102.00,7089.63
36098,1.00,12100.00,417.10,1482800.00,8236.31
36101,1.00,12101.00,420.36,1574431.00,8143.13
36104,1.00,12102.00,423.89,1574959.00,8105.74
36107,1.00,12103.00,419.67,1847817.00,10532.94
36110,1.00,12104.00,410.03,1471865.00,8367.85
36113,1.00,12105.00,404.23,1350080.00,8216.96
36116,1.00,12106.00,397.05,1041391.00,6684.90
36119,1.00,12107.00,391.54,1160921.00,6906.32
36122,1.00,12108.00,385.73,1780870.00,8530.38
36125,1.00,12109.00,382.64,2436770.00,11570.71
36128,1.00,12110.00,379.76,1927763.00,9606.94
36131,1.00,12111.00,376.34,1800262.00,9043.75
36134,1.00,12112.00,374.50,1586748.00,8206.07
36137,1.00,12113.00,382.29,1126240.00,7540.26
36140,1.00,12114.00,391.11,1104065.00,7457.98
36143,1.00,12115.00,401.21,1182788.00,7462.25
36146,1.00,12116.00,407.87,1185625.00,7821.43
36149,1.00,12117.00,415.24,1019518.00,5999.93
36152,1.00,12118.00,421.29,1134983.00,6809.80
36155,1.00,12119.00,426.35,1204033.00,7511.06
36158,1.00,12120.00,430.02,1482076.00,8227.09
36161,1.00,12121.00,432.89,1643060.00,8551.90
36164,1.00,12122.00,434.91,1203559.00,7280.38
36167,1.00,12123.00,426.70,1080559.00,8123.93
36170,1.00,12124.00,416.05,1000853.00,6923.97
36173,1.00,12125.00,407.57,967427.00,6307.19
36176,1.00,12126.00,400.47,1080259.00,7080.57
36179,1.00,12127.00,393.34,1671852.00,9198.02
36182,1.00,12128.00,390.15,2440501.00,11681.15
36185,1.00,12129.00,386.20,2302093.00,11071.60
36188,1.00,12130.00,382.86,2411480.00,11693.54
36191,1.00,12131.00,381.10,2137056.00,10420.41
36194,1.00,12132.00,380.59,2049449.00,10442.09
36197,1.00,12133.00,389.06,1529759.00,9442.58
36200,1.00,12134.00,400.91,2029797.00,10219.33
36203,1.00,12135.00,405.93,1959144.00,9920.31
36206,1.00,12136.00,411.88,1467675.00,8272.86
36209,1.00,12137.00,416.30,1830743.00,9066.88
36212,1.00,12138.00,418.89,2032463.00,9818.44
36215,1.00,12139.00,422.49,1416091.00,7636.59
36218,1.00,12140.00,425.69,1470261.00,8404.17
36221,1.00,12141.00,429.32,1606475.00,8530.27
36224,1.00,12142.00,428.03,1899021.00,10432.52
36227,1.00,12143.00,419.71,1623525.00,8987.93
36230,1.00,12144.00,412.17,1769407.00,9163.86
36233,1.00,12145.00,406.27,1795790.00,9127.73
36236,1.00,12146.00,400.84,1312137.00,7133.14
36239,1.00,12147.00,395.51,979449.00,6004.89
36242,1.00,12148.00,391.08,1234716.00,6958.06
36245,1.00,12149.00,387.50,1383998.00,7464.06
36248,1.00,12150.00,384.69,1312616.00,7371.82
36251,1.00,12151.00,381.75,1218600.00,6897.91
36254,1.00,12152.00,382.44,1583511.00,9586.11
36257,1.00,12153.00,393.04,2085342.00,10235.41
36260,1.00,12154.00,399.64,2266428.00,10779.52
36263,1.00,12155.00,404.52,2297305.00,10700.58
36266,1.00,12156.00,409.36,1678655.00,9100.03
36269,1.00,12157.00,414.86,1317633.00,7806.96
36272,1.00,12158.00,420.23,1567862.00,8081.98
36275,1.00,12159.00,423.96,1800964.00,8918.66
36278,1.00,12160.00,426.95,1702761.00,8892.35
36281,1.00,12161.00,430.87,1310832.00,6987.42
36284,1.00,12162.00,427.91,1279167.00,8927.12
36287,1.00,12163.00,415.63,1366144.00,8490.99
36290,1.00,12164.00,408.26,1517036.00,8910.29
36293,1.00,12165.00,401.56,1529588.00,8805.63
36296,1.00,12166.00,396.34,1718980.00,9112.43
36299,1.00,12167.00,391.51,1905332.00,9702.42
36302,1.00,12168.00,388.64,1719585.00,9324.15
36305,1.00,12169.00,384.35,1664808.00,9243.03
36308,1.00,12170.00,382.43,1621895.00,8747.39
36311,1.00,12171.00,378.48,1171234.00,7138.19
36314,1.00,12172.00,382.07,1481199.00,9142.97
36317,1.00,12173.00,391.36,1331123.00,8614.73
36320,1.00,12174.00,399.59,1283545.00,7727.14
36323,1.00,12175.00,406.88,1266629.00,7226.62
36326,1.00,12176.00,410.89,1348699.00,7487.42
36329,1.00,12177.00,414.85,1400607.00,7914.73
36332,1.00,12178.00,420.44,1019793.00,6323.32
36335,1.00,12179.00,424.92,1240931.00,7364.07
36338,1.00,12180.00,428.55,1202299.00,7033.88
36341,1.00,12181.00,432.43,1187917.00,7199.46
36344,1.00,12182.00,425.30,1624229.00,9960.99
36347,1.00,12183.00,417.11,1492145.00,9109.19
36350,1.00,12184.00,407.41,1792817.00,9813.91
36353,1.00,12185.00,402.96,2008737.00,10415.41
36356,1.00,12186.00,396.99,1665082.00,9012.52
36359,1.00,12187.00,393.04,2003029.00,10029.56
36362,1.00,12188.00,389.14,1484962.00,8786.33
36365,1.00,12189.00,384.80,1509784.00,8243.08
36368,1.00,12190.00,380.70,1425440.00,8307.13
36371,1.00,12191.00,378.42,1813690.00,9514.12
36374,1.00,12192.00,386.74,1717423.00,10715.13
36377,1.00,12193.00,397.37,1773200.00,9499.94
36380,1.00,12194.00,404.19,1705982.00,8985.84
36383,1.00,12195.00,409.71,1662028.00,8840.55
36386,1.00,12196.00,414.09,1458239.00,7974.75
36389,1.00,12197.00,419.25,1235870.00,6939.46
36392,1.00,12198.00,423.08,1218055.00,7429.11
36395,1.00,12199.00,426.35,1335741.00,7608.68
36398,1.00,12200.00,429.84,1533320.00,8227.23
36401,1.00,12201.00,431.01,1124632.00,7050.57
36404,1.00,12202.00,423.11,1365926.00,9040.58
36407,1.00,12203.00,412.75,1359053.00,8463.21
36410,1.00,12204.00,406.03,1434471.00,8067.29
36413,1.00,12205.00,399.28,1291827.00,7790.37
36416,1.00,12206.00,392.94,1334003.00,8045.56
36419,1.00,12207.00,386.72,1479952.00,8382.61
36422,1.00,12208.00,383.56,1623420.00,8800.93
36425,1.00,12209.00,379.94,1506430.00,8761.81
36428,1.00,12210.00,377.02,1547623.00,8596.05
36431,1.00,12211.00,378.43,1556971.00,8371.20
36434,1.00,12212.00,386.17,2538820.00,11876.20
36437,1.00,12213.00,393.94,1736301.00,9908.24
36440,1.00,12214.00,401.41,1267640.00,8060.47
36443,1.00,12215.00,409.35,1346224.00,7834.95
36446,1.00,12216.00,414.14,1107084.00,6821.38
36449,1.00,12217.00,419.36,1027951.00,6516.77
36452,1.00,12218.00,423.58,1420847.00,8209.68
36455,1.00,12219.00,427.75,1581292.00,9110.66
36458,1.00,12220.00,431.21,1355335.00,7839.16
36461,1.00,12221.00,431.71,1474044.00,8938.34
36464,1.00,12222.00,421.07,1046160.00,7094.87
36467,1.00,12223.00,411.29,1018002.00,6649.31
36470,1.00,12224.00,403.91,1260155.00,7664.71
36473,1.00,12225.00,396.89,1578602.00,8716.96
36476,1.00,12226.00,394.06,2054451.00,10893.91
36479,1.00,12227.00,391.24,1498229.00,8074.14
36482,1.00,12228.00,388.11,1267005.00,7486.51
36485,1.00,12229.00,384.40,1362120.00,7749.77
36488,1.00,12230.00,382.64,1112203.00,6538.56
36491,1.00,12231.00,384.06,1334648.00,8594.46
36494,1.00,12232.00,395.40,1851020.00,10157.89
36497,1.00,12233.00,402.92,1922013.00,10021.73
36500,1.00,12234.00,408.96,1830589.00,9610.87
36503,1.00,12235.00,415.36,1356561.00,7739.31
36506,1.00,12236.00,419.99,1305734.00,7706.56
36509,1.00,12237.00,423.59,1745381.00,8755.36
36512,1.00,12238.00,426.27,2331492.00,10850.86
36515,1.00,12239.00,428.84,1920588.00,9978.30
36518,1.00,12240.00,432.12,1762468.00,8943.01
36521,1.00,12241.00,428.88,1467812.00,9837.75
36524,1.00,12242.00,418.23,1053331.00,7468.45
36527,1.00,12243.00,407.42,1226436.00,7988.97
36530,1.00,12244.00,400.93,1294511.00,7703.44
36533,1.00,12245.00,394.66,1620484.00,8681.50
36536,1.00,12246.00,390.15,2087634.00,10004.89
36539,1.00,12247.00,387.93,1905269.00,9637.53
36542,1.00,12248.00,384.79,1561081.00,8205.24
36545,1.00,12249.00,381.72,1492162.00,8153.57
36548,1.00,12250.00,378.49,1962635.00,9753.50
36551,1.00,12251.00,383.11,2144247.00,11590.42
36554,1.00,12252.00,392.07,1743322.00,9899.44
36557,1.00,12253.00,399.92,1782519.00,9726.10
36560,1.00,12254.00,405.21,1656212.00,8870.69
36563,1.00,12255.00,410.97,1340257.00,7554.34
36566,1.00,12256.00,415.47,1713893.00,8794.42
36569,1.00,12257.00,418.08,1489953.00,7914.09
36572,1.00,12258.00,422.42,1166058.00,6696.52
36575,1.00,12259.00,426.69,1525490.00,8590.29
36578,1.00,12260.00,428.57,1635932.00,8903.72
36581,1.00,12261.00,422.85,2124017.00,10975.98
36584,1.00,12262.00,414.83,2117226.00,10477.42
36587,1.00,12263.00,408.65,1809530.00,9497.36
36590,1.00,12264.00,404.01,2092399.00,9985.41
36593,1.00,12265.00,399.72,1833877.00,9289.51
36596,1.00,12266.00,396.41,1680430.00,8754.43
36599,1.00,12267.00,394.29,1432730.00,7557.12
36602,1.00,12268.00,390.40,1473291.00,7748.15
36605,1.00,12269.00,386.80,1580779.00,8507.69
36608,1.00,12270.00,384.51,1587196.00,8403.24
36611,1.00,12271.00,393.05,1746367.00,10417.78
36614,1.00,12272.00,401.79,1541271.00,9394.49
36617,1.00,12273.00,408.82,1583583.00,8442.11
36620,1.00,12274.00,415.64,1060066.00,6397.01
36623,1.00,12275.00,422.22,1410734.00,7754.30
36626,1.00,12276.00,426.09,1372394.00,7994.81
36629,1.00,12277.00,429.01,1512149.00,8274.79
36632,1.00,12278.00,433.16,1647246.00,8752.85
36635,1.00,12279.00,436.14,1838536.00,8767.55
36638,1.00,12280.00,436.58,1965811.00,9433.92
36641,1.00,12281.00,427.29,1958816.00,10629.49
36644,1.00,12282.00,420.11,1617903.00,8910.95
36647,1.00,12283.00,412.82,1488409.00,8619.62
36650,1.00,12284.00,406.33,1542204.00,8555.09
36653,1.00,12285.00,401.15,1725237.00,9355.52
36656,1.00,12286.00,396.23,1895226.00,9530.58
36659,1.00,12287.00,394.19,1718268.00,9194.08
36662,1.00,12288.00,390.79,1167453.00,6879.57
36665,1.00,12289.00,386.77,1373350.00,7889.60
36668,1.00,12290.00,386.25,1589663.00,8868.60
36671,1.00,12291.00,398.41,1870694.00,10701.93
36674,1.00,12292.00,406.03,1812612.00,10121.95
36677,1.00,12293.00,412.42,2567032.00,11908.14
36680,1.00,12294.00,417.45,2225515.00,10580.33
36683,1.00,12295.00,422.04,2319061.00,10712.20
36686,1.00,12296.00,426.93,2088482.00,10531.90
36689,1.00,12297.00,430.79,2194083.00,11041.76
36692,1.00,12298.00,434.00,2115711.00,10821.24
36695,1.00,12299.00,437.39,1230953.00,7628.36
36698,1.00,12300.00,436.24,1327020.00,8587.21
36701,1.00,12301.00,426.52,1954014.00,10690.04
36704,1.00,12302.00,418.95,1746101.00,9393.74
36707,1.00,12303.00,412.04,1861609.00,9376.98
36710,1.00,12304.00,406.47,1567673.00,8418.43
36713,1.00,12305.00,401.45,1428136.00,7591.47
36716,1.00,12306.00,396.47,1055602.00,6608.77
36719,1.00,12307.00,392.46,1044913.00,6619.88
36722,1.00,12308.00,388.39,1237417.00,7222.94
36725,1.00,12309.00,384.75,1123366.00,6696.27
36728,1.00,12310.00,387.40,1244146.00,7664.81
36731,1.00,12311.00,399.24,1455279.00,8620.41
36734,1.00,12312.00,407.66,1424108.00,8291.77
36737,1.00,12313.00,413.69,1638789.00,9320.31
36740,1.00,12314.00,420.09,1626958.00,8441.55
36743,1.00,12315.00,424.39,2128203.00,10453.05
36746,1.00,12316.00,428.93,1286828.00,7745.00
36749,1.00,12317.00,433.02,1312122.00,7669.61
36752,1.00,12318.00,436.21,1805351.00,9048.50
36755,1.00,12319.00,438.24,1811371.00,9626.53
36758,1.00,12320.00,434.41,1695381.00,9852.46
36761,1.00,12321.00,425.20,1577384.00,10016.50
36764,1.00,12322.00,417.52,1008788.00,6425.08
36767,1.00,12323.00,410.67,1069210.00,6827.86
36770,1.00,12324.00,405.42,1235732.00,7234.01
36773,1.00,12325.00,399.69,1080114.00,6618.91
36776,1.00,12326.00,395.03,1241610.00,7255.30
36779,1.00,12327.00,392.07,1455375.00,8077.60
36782,1.00,12328.00,389.60,1625078.00,8517.17
36785,1.00,12329.00,386.74,1695057.00,9430.23
36788,1.00,12330.00,390.80,1578272.00,9477.50
36791,1.00,12331.00,401.12,1079515.00,7406.60
36794,1.00,12332.00,410.89,1158330.00,8019.22
36797,1.00,12333.00,418.95,1265035.00,7644.13
36800,1.00,12334.00,425.05,1298155.00,7263.10
36803,1.00,12335.00,428.81,1654560.00,8519.65
36806,1.00,12336.00,432.14,1599100.00,8210.93
36809,1.00,12337.00,436.15,1591559.00,8013.19
36812,1.00,12338.00,439.03,1934046.00,9625.45
36815,1.00,12339.00,441.61,1617687.00,8441.25
36818,1.00,12340.00,433.61,1597331.00,9387.49
36821,1.00,12341.00,425.88,1244287.00,8245.93
36824,1.00,12342.00,417.36,1105607.00,6763.79
36827,1.00,12343.00,411.48,1133908.00,6726.02
36830,1.00,12344.00,406.36,1156190.00,6823.14
36833,1.00,12345.00,400.26,1397499.00,7912.99
36836,1.00,12346.00,396.63,1619492.00,8622.47
36839,1.00,12347.00,394.09,1414589.00,7644.99
36842,1.00,12348.00,390.63,1462849.00,8211.11
36845,1.00,12349.00,390.59,1264436.00,7552.51
36848,1.00,12350.00,398.34,1498032.00,9982.99
36851,1.00,12351.00,409.68,1399234.00,8753.30
36854,1.00,12352.00,416.97,1540409.00,8663.28
36857,1.00,12353.00,423.05,1998867.00,10134.82
36860,1.00,12354.00,427.60,1812394.00,8907.34
36863,1.00,12355.00,432.36,1479476.00,7981.99
36866,1.00,12356.00,436.96,1490184.00,8318.74
36869,1.00,12357.00,441.71,1727352.00,8864.56
36872,1.00,12358.00,445.31,1696369.00,9136.84
36875,1.00,12359.00,445.07,1958261.00,10443.80
36878,1.00,12360.00,435.35,1563389.00,9899.33
36881,1.00,12361.00,428.63,1944026.00,10163.83
36884,1.00,12362.00,422.73,2076075.00,10427.49
36887,1.00,12363.00,418.09,2040131.00,10404.04
36890,1.00,12364.00,414.03,1540044.00,8570.35
36893,1.00,12365.00,409.73,1140421.00,7379.15
36896,1.00,12366.00,404.78,1323676.00,7695.93
36899,1.00,12367.00,401.21,1490794.00,8271.56
36902,1.00,12368.00,398.60,1697969.00,9133.82
36905,1.00,12369.00,400.59,1224376.00,7667.83
36908,1.00,12370.00,412.30,1684998.00,9270.51
36911,1.00,12371.00,418.35,1749361.00,9044.40
36914,1.00,12372.00,423.40,1655844.00,8518.28
36917,1.00,12373.00,428.28,1646216.00,9036.16
36920,1.00,12374.00,432.63,1622038.00,8881.73
36923,1.00,12375.00,438.27,1280288.00,7214.96
36926,1.00,12376.00,441.20,1995734.00,10422.85
36929,1.00,12377.00,442.57,1260213.00,7274.59
36932,1.00,12378.00,445.95,1368645.00,7716.01
36935,1.00,12379.00,444.23,1322958.00,8667.48
36938,1.00,12380.00,434.61,1728306.00,9971.16
36941,1.00,12381.00,428.76,1707461.00,10015.97
36944,1.00,12382.00,421.38,1228740.00,7349.09
36947,1.00,12383.00,417.49,1676747.00,9312.33
36950,1.00,12384.00,413.22,1711478.00,8640.91
36953,1.00,12385.00,409.54,1311768.00,7121.51
36956,1.00,12386.00,406.26,1315060.00,7250.11
36959,1.00,12387.00,402.33,1277820.00,7209.21
36962,1.00,12388.00,398.93,1854518.00,9110.05
36965,1.00,12389.00,402.49,1602459.00,9906.89
36968,1.00,12390.00,413.71,1192734.00,8022.86
36971,1.00,12391.00,423.47,1007051.00,6058.02
36974,1.00,12392.00,429.88,1116813.00,6805.92
36977,1.00,12393.00,435.83,1197117.00,7089.92
36980,1.00,12394.00,439.26,1921857.00,9259.78
36983,1.00,12395.00,443.03,1514186.00,8179.07
36986,1.00,12396.00,447.73,1911464.00,9653.33
36989,1.00,12397.00,450.45,1731974.00,9246.09
36992,1.00,12398.00,452.21,1484148.00,7989.78
36995,1.00,12399.00,447.91,1258441.00,8399.42
36998,1.00,12400.00,436.62,1466880.00,8565.69
37001,1.00,12401.00,430.42,1742750.00,9310.67
37004,1.00,12402.00,424.57,1886861.00,9735.62
37007,1.00,12403.00,419.06,1390757.00,7999.65
37010,1.00,12404.00,414.76,1493261.00,8174.03
37013,1.00,12405.00,410.91,1907338.00,9254.27
37016,1.00,12406.00,408.29,1529304.00,8100.32
37019,1.00,12407.00,404.20,1485445.00,7915.80
37022,1.00,12408.00,403.07,1550720.00,7569.15
37025,1.00,12409.00,410.61,1165356.00,8064.00
37028,1.00,12410.00,421.91,1476946.00,8568.81
37031,1.00,12411.00,428.46,1772199.00,9345.30
37034,1.00,12412.00,434.02,1748915.00,9301.96
37037,1.00,12413.00,438.99,2336148.00,10499.59
37040,1.00,12414.00,442.31,2447528.00,11232.14
37043,1.00,12415.00,445.35,2236081.00,10807.13
37046,1.00,12416.00,448.91,1467250.00,8133.03
37049,1.00,12417.00,453.00,1044662.00,6581.24
37052,1.00,12418.00,454.50,1029746.00,6898.20
37055,1.00,12419.00,445.01,1117661.00,7919.70
37058,1.00,12420.00,434.24,1167852.00,7609.17
37061,1.00,12421.00,425.98,976583.00,6282.71
37064,1.00,12422.00,419.83,1187890.00,6954.84
37067,1.00,12423.00,414.89,1592436.00,8622.66
37070,1.00,12424.00,410.67,1919426.00,9524.82
37073,1.00,12425.00,406.97,1463191.00,8131.83
37076,1.00,12426.00,402.00,1343931.00,7800.93
37079,1.00,12427.00,398.75,1340711.00,7764.92
37082,1.00,12428.00,398.13,1067650.00,6775.59
37085,1.00,12429.00,409.67,1247418.00,8576.82
37088,1.00,12430.00,418.96,1345474.00,7748.09
37091,1.00,12431.00,426.26,1459423.00,8239.90
37094,1.00,12432.00,432.15,1420184.00,8083.08
37097,1.00,12433.00,436.94,2112418.00,10174.36
37100,1.00,12434.00,441.43,1756879.00,8898.08
37103,1.00,12435.00,444.52,1515925.00,8074.53
37106,1.00,12436.00,449.74,1061495.00,6011.87
37109,1.00,12437.00,451.40,1239683.00,7272.33
37112,1.00,12438.00,452.60,1133858.00,7626.08
37115,1.00,12439.00,441.75,1218742.00,8169.80
37118,1.00,12440.00,432.48,1063152.00,7097.82
37121,1.00,12441.00,424.14,1239202.00,7420.43
37124,1.00,12442.00,419.35,1257594.00,7461.59
37127,1.00,12443.00,414.76,1695741.00,8822.48
37130,1.00,12444.00,411.27,1538176.00,8023.55
37133,1.00,12445.00,408.16,1823290.00,8983.77
37136,1.00,12446.00,404.28,1888801.00,9412.50
37139,1.00,12447.00,402.91,1171731.00,6873.91
37142,1.00,12448.00,404.09,1102247.00,7131.06
37145,1.00,12449.00,414.53,982587.00,6911.32
37148,1.00,12450.00,424.22,1074127.00,7029.13
37151,1.00,12451.00,432.27,1249335.00,7438.31
37154,1.00,12452.00,437.09,1344429.00,7500.95
37157,1.00,12453.00,442.82,1141747.00,6705.48
37160,1.00,12454.00,446.25,1695687.00,8912.04
37163,1.00,12455.00,448.95,1744927.00,9992.05
37166,1.00,12456.00,452.45,1687460.00,8847.79
