,tag,t,z,mass,width
1130,1.00,576.00,197.86,551237.00,3788.40
1132,1.00,577.00,197.67,531493.00,4030.49
1134,1.00,578.00,196.49,765543.00,5645.54
1136,1.00,579.00,197.20,696430.00,4878.44
1138,1.00,580.00,194.16,753812.00,5227.68
1140,1.00,581.00,192.09,696515.00,5021.38
1142,1.00,582.00,191.74,501887.00,3551.47
1144,1.00,583.00,190.74,542822.00,3953.47
1146,1.00,584.00,190.23,699457.00,4848.90
1148,1.00,585.00,188.98,830555.00,5454.14
1150,1.00,586.00,187.31,716152.00,5369.65
1152,1.00,587.00,185.31,696303.00,5255.08
1154,1.00,588.00,184.75,786080.00,5424.99
1156,1.00,589.00,184.69,777496.00,5405.74
1158,1.00,590.00,185.33,673570.00,4822.87
1160,1.00,591.00,185.35,629606.00,4740.46
1162,1.00,592.00,185.06,512374.00,3771.36
1164,1.00,593.00,185.33,678361.00,4811.80
1166,1.00,594.00,183.56,541883.00,4089.25
1168,1.00,595.00,180.85,462940.00,3388.59
1170,1.00,596.00,181.35,499363.00,3888.47
1172,1.00,597.00,181.36,663752.00,4806.16
1174,1.00,598.00,181.23,716359.00,4888.18
1176,1.00,599.00,180.05,782224.00,5664.46
1178,1.00,600.00,181.28,692024.00,4891.24
1180,1.00,601.00,180.55,666083.00,4912.57
1182,1.00,602.00,178.69,733599.00,5386.78
1184,1.00,603.00,178.48,589708.00,4756.81
1186,1.00,604.00,175.86,619262.00,4786.98
1188,1.00,605.00,175.10,488094.00,3305.59
1190,1.00,606.00,174.65,501175.00,3524.26
1192,1.00,607.00,174.16,573565.00,3852.39
1194,1.00,608.00,173.07,960112.00,6287.36
1196,1.00,609.00,172.81,865292.00,6044.72
1198,1.00,610.00,172.74,951349.00,6265.62
1200,1.00,611.00,171.76,968010.00,6248.28
1202,1.00,612.00,171.82,963124.00,6226.76
1204,1.00,613.00,172.40,952534.00,6192.31
1206,1.00,614.00,171.82,827784.00,5666.86
1208,1.00,615.00,173.09,857268.00,5931.62
1210,1.00,616.00,172.52,802470.00,5520.23
1212,1.00,617.00,171.75,595744.00,4097.87
1214,1.00,618.00,171.29,532466.00,3740.07
1216,1.00,619.00,170.37,473170.00,3223.34
1218,1.00,620.00,171.26,723366.00,4851.71
1220,1.00,621.00,171.23,650226.00,4629.61
1222,1.00,622.00,171.12,670834.00,4760.84
1224,1.00,623.00,168.63,803987.00,6092.94
1226,1.00,624.00,167.93,840226.00,5969.54
1228,1.00,625.00,166.68,759013.00,5529.85
1230,1.00,626.00,166.38,680010.00,5447.11
1232,1.00,627.00,165.31,803685.00,5817.26
1234,1.00,628.00,165.15,567690.00,4133.71
1236,1.00,629.00,163.80,538330.00,4309.51
1238,1.00,630.00,163.50,485535.00,3811.99
1240,1.00,631.00,165.33,809130.00,5104.84
1242,1.00,632.00,163.74,614094.00,4214.63
1244,1.00,633.00,163.85,838796.00,5428.87
1246,1.00,634.00,164.10,670448.00,4603.72
1248,1.00,635.00,164.32,674190.00,4707.46
1250,1.00,636.00,162.23,747037.00,4752.51
1252,1.00,637.00,161.54,608280.00,4091.83
1254,1.00,638.00,161.35,739918.00,4860.88
1256,1.00,639.00,160.42,683817.00,4763.40
1258,1.00,640.00,159.73,782278.00,5264.11
1260,1.00,641.00,159.48,888045.00,5912.04
1262,1.00,642.00,157.88,846169.00,6111.31
1264,1.00,643.00,157.00,669337.00,5023.57
1266,1.00,644.00,157.38,665428.00,4647.65
1268,1.00,645.00,156.52,830835.00,5668.63
1270,1.00,646.00,155.87,801880.00,5374.35
1272,1.00,647.00,155.14,837734.00,5424.23
1274,1.00,648.00,153.75,556924.00,4095.88
1276,1.00,649.00,153.66,536733.00,4068.17
1278,1.00,650.00,152.29,632461.00,5026.47
1280,1.00,651.00,151.02,597777.00,4568.60
1282,1.00,652.00,149.53,748141.00,5833.43
1284,1.00,653.00,149.87,933832.00,6634.31
1286,1.00,654.00,149.15,930582.00,6414.16
1288,1.00,655.00,148.14,689076.00,5277.79
1290,1.00,656.00,148.39,864097.00,6206.15
1292,1.00,657.00,148.17,1033749.00,6736.37
1294,1.00,658.00,147.47,699822.00,5324.04
1296,1.00,659.00,146.60,498205.00,3526.17
1298,1.00,660.00,147.16,702950.00,4871.51
1300,1.00,661.00,146.74,622479.00,4439.37
1302,1.00,662.00,146.89,575533.00,4309.56
1304,1.00,663.00,146.68,611361.00,4398.88
1306,1.00,664.00,145.02,717754.00,5082.84
1308,1.00,665.00,142.91,481297.00,3403.09
1310,1.00,666.00,140.73,424051.00,2893.76
1312,1.00,667.00,140.72,424422.00,2899.48
1314,1.00,668.00,140.58,411685.00,2886.54
1316,1.00,669.00,139.65,487706.00,3681.35
1318,1.00,670.00,139.46,821681.00,6100.45
1320,1.00,671.00,139.62,582942.00,4329.20
1322,1.00,672.00,137.30,703923.00,5337.13
1324,1.00,673.00,136.90,665442.00,5271.57
1326,1.00,674.00,134.81,736598.00,5376.63
1328,1.00,675.00,134.27,811936.00,5657.54
1330,1.00,676.00,133.50,891000.00,5901.77
1332,1.00,677.00,132.65,712297.00,5016.13
1334,1.00,678.00,130.80,708722.00,5410.00
1336,1.00,679.00,131.23,651268.00,5036.25
1338,1.00,680.00,131.06,477489.00,3656.52
1340,1.00,681.00,131.40,452642.00,3843.82
1342,1.00,682.00,129.92,446976.00,3448.18
1344,1.00,683.00,128.14,473691.00,3220.21
1346,1.00,684.00,126.74,825404.00,5933.41
1348,1.00,685.00,125.99,830664.00,5924.21
1350,1.00,686.00,126.42,788170.00,5552.69
1352,1.00,687.00,125.64,812548.00,5666.62
1354,1.00,688.00,124.88,607252.00,4245.91
1356,1.00,689.00,125.06,504066.00,3732.61
1358,1.00,690.00,125.64,466631.00,3418.94
1360,1.00,691.00,125.67,499693.00,3515.56
1362,1.00,692.00,125.72,603363.00,4494.83
1364,1.00,693.00,125.00,637702.00,4500.16
1366,1.00,694.00,123.46,594131.00,4520.15
1368,1.00,695.00,124.67,529219.00,3617.04
1370,1.00,696.00,125.09,613113.00,4035.36
1372,1.00,697.00,125.56,630410.00,4340.84
1374,1.00,698.00,125.45,582152.00,4225.53
1376,1.00,699.00,124.70,468437.00,3461.95
1378,1.00,700.00,125.17,451985.00,3191.71
1380,1.00,701.00,125.98,451484.00,3201.43
1382,1.00,702.00,126.07,473839.00,3222.01
1384,1.00,703.00,125.29,619613.00,3983.26
1386,1.00,704.00,125.17,795092.00,5664.46
1388,1.00,705.00,124.72,713609.00,5036.33
1390,1.00,706.00,124.34,536002.00,4055.41
1392,1.00,707.00,123.75,495419.00,3457.40
1394,1.00,708.00,124.89,526764.00,3958.10
1396,1.00,709.00,123.59,545971.00,3891.18
1398,1.00,710.00,123.80,755941.00,4874.51
1400,1.00,711.00,124.30,829611.00,5797.15
1402,1.00,712.00,122.32,600471.00,4532.63
1404,1.00,713.00,124.04,537410.00,4117.91
1406,1.00,714.00,124.89,446179.00,3549.67
1408,1.00,715.00,121.93,576945.00,4606.42
1410,1.00,716.00,121.79,623029.00,4535.70
1412,1.00,717.00,119.34,973748.00,6385.78
1414,1.00,718.00,117.61,1089931.00,6665.56
1416,1.00,719.00,119.37,974050.00,6485.28
1418,1.00,720.00,118.56,954945.00,6266.56
1420,1.00,721.00,118.40,831697.00,5666.90
1422,1.00,722.00,117.97,1038374.00,6682.88
1424,1.00,723.00,118.54,944274.00,6238.75
1426,1.00,724.00,118.60,639988.00,5187.22
1428,1.00,725.00,118.22,646340.00,5005.80
1430,1.00,726.00,118.15,661189.00,5012.91
1432,1.00,727.00,118.79,970928.00,6322.21
1434,1.00,728.00,118.49,864867.00,5883.94
1436,1.00,729.00,117.81,723973.00,5481.99
1438,1.00,730.00,116.52,831954.00,5847.97
1440,1.00,731.00,115.01,906484.00,6134.40
1442,1.00,732.00,115.46,927167.00,6580.65
1444,1.00,733.00,115.65,1015183.00,6469.53
1446,1.00,734.00,114.91,633752.00,4705.20
1448,1.00,735.00,115.56,916277.00,6299.13
1450,1.00,736.00,114.77,919445.00,6353.88
1452,1.00,737.00,114.12,670111.00,4859.39
1454,1.00,738.00,115.02,883366.00,6032.38
1456,1.00,739.00,114.87,961358.00,6249.28
1458,1.00,740.00,114.40,899429.00,6298.26
1460,1.00,741.00,113.71,827080.00,6085.41
1462,1.00,742.00,113.74,877126.00,6256.36
1464,1.00,743.00,114.28,994482.00,6604.79
1466,1.00,744.00,113.63,963366.00,6445.49
1468,1.00,745.00,111.62,986128.00,6183.16
1470,1.00,746.00,111.44,996304.00,6203.01
1472,1.00,747.00,111.23,780306.00,5748.35
1474,1.00,748.00,111.81,572013.00,4046.94
1476,1.00,749.00,113.10,479667.00,3750.93
1478,1.00,750.00,111.41,483703.00,3630.55
1480,1.00,751.00,111.61,693561.00,4772.77
1482,1.00,752.00,110.97,577483.00,4067.36
1484,1.00,753.00,111.42,707165.00,4837.86
1486,1.00,754.00,111.15,729377.00,4864.00
1488,1.00,755.00,110.47,563930.00,4198.12
1490,1.00,756.00,109.23,457904.00,3189.44
1492,1.00,757.00,110.56,418519.00,2951.21
1494,1.00,758.00,111.13,728315.00,5099.72
1496,1.00,759.00,111.39,712535.00,4821.05
1498,1.00,760.00,110.68,611128.00,4301.72
1500,1.00,761.00,110.43,750668.00,5153.58
1502,1.00,762.00,110.84,840859.00,6023.49
1504,1.00,763.00,110.28,886693.00,6079.98
1506,1.00,764.00,110.80,858009.00,6212.74
1508,1.00,765.00,110.77,731221.00,5632.06
1510,1.00,766.00,110.09,756030.00,5747.79
1512,1.00,767.00,110.16,808651.00,5884.59
1514,1.00,768.00,109.93,829852.00,6039.16
1516,1.00,769.00,109.54,656765.00,5009.22
1518,1.00,770.00,109.16,468887.00,3279.72
1520,1.00,771.00,109.70,498989.00,3415.53
1522,1.00,772.00,110.57,617331.00,4335.44
1524,1.00,773.00,109.38,778845.00,5645.66
1526,1.00,774.00,108.88,907887.00,6438.65
1528,1.00,775.00,108.90,595685.00,4359.40
1530,1.00,776.00,108.67,564486.00,4300.45
1532,1.00,777.00,106.97,651589.00,4758.05
1534,1.00,778.00,107.83,782906.00,5612.72
1536,1.00,779.00,107.78,827604.00,5841.63
1538,1.00,780.00,106.84,637676.00,4731.70
1540,1.00,781.00,108.18,490737.00,3828.50
1542,1.00,782.00,108.32,530812.00,3988.62
1544,1.00,783.00,108.50,801360.00,5509.26
1546,1.00,784.00,108.81,569141.00,4307.89
1548,1.00,785.00,109.94,435029.00,3114.00
1550,1.00,786.00,109.26,775775.00,5325.36
1552,1.00,787.00,109.38,735071.00,5251.66
1554,1.00,788.00,110.56,510643.00,3549.05
1556,1.00,789.00,111.00,650232.00,5115.56
1558,1.00,790.00,110.06,685478.00,4919.36
1560,1.00,791.00,110.41,1010677.00,6585.57
1562,1.00,792.00,110.13,777970.00,5437.94
1564,1.00,793.00,110.07,781156.00,5762.21
1566,1.00,794.00,110.30,978824.00,6488.33
1568,1.00,795.00,110.38,1037493.00,6635.67
1570,1.00,796.00,110.41,786212.00,5460.00
1572,1.00,797.00,111.03,474516.00,3271.76
1574,1.00,798.00,111.05,540346.00,3867.03
1576,1.00,799.00,111.31,470905.00,3629.15
1578,1.00,800.00,110.78,626847.00,4479.23
1580,1.00,801.00,109.60,735821.00,5182.09
1582,1.00,802.00,110.03,629112.00,4660.94
1584,1.00,803.00,110.61,643341.00,4971.85
1586,1.00,804.00,111.50,764370.00,5521.90
1588,1.00,805.00,110.75,727574.00,5042.12
1590,1.00,806.00,109.18,832539.00,5970.55
1592,1.00,807.00,108.75,793442.00,5674.01
1594,1.00,808.00,109.05,921284.00,6238.03
1596,1.00,809.00,108.72,817218.00,6084.43
1598,1.00,810.00,109.64,739210.00,5537.16
1600,1.00,811.00,110.25,689948.00,4729.31
1602,1.00,812.00,109.57,786336.00,5626.39
1604,1.00,813.00,109.62,822158.00,5739.40
1606,1.00,814.00,110.36,718624.00,4824.45
1608,1.00,815.00,110.08,655150.00,4627.90
1610,1.00,816.00,109.59,714567.00,4888.05
1612,1.00,817.00,107.99,564514.00,4350.85
1614,1.00,818.00,107.16,500079.00,3723.02
1616,1.00,819.00,107.64,511151.00,3909.66
1618,1.00,820.00,106.69,464107.00,3393.72
1620,1.00,821.00,107.67,512378.00,4107.51
1622,1.00,822.00,107.86,627339.00,4548.39
1624,1.00,823.00,107.83,647167.00,4608.98
1626,1.00,824.00,109.33,692810.00,4869.54
1628,1.00,825.00,109.83,560629.00,4296.67
1630,1.00,826.00,109.87,565872.00,4327.45
1632,1.00,827.00,109.64,533300.00,4114.12
1634,1.00,828.00,110.20,570463.00,4052.96
1636,1.00,829.00,110.07,615938.00,4515.63
1638,1.00,830.00,108.21,979371.00,6376.26
1640,1.00,831.00,107.61,919357.00,5993.17
1642,1.00,832.00,106.44,684676.00,4622.68
1644,1.00,833.00,106.44,624036.00,4446.34
1646,1.00,834.00,107.62,746389.00,5407.95
1648,1.00,835.00,108.14,829815.00,5240.16
1650,1.00,836.00,107.68,816304.00,5331.73
1652,1.00,837.00,107.83,835084.00,5390.46
1654,1.00,838.00,107.18,821621.00,5730.43
1656,1.00,839.00,105.94,1005618.00,6602.42
1658,1.00,840.00,105.36,999556.00,6395.12
1660,1.00,841.00,105.90,901967.00,6149.35
1662,1.00,842.00,105.38,899888.00,6250.00
1664,1.00,843.00,104.71,547812.00,3564.75
1666,1.00,844.00,106.11,531567.00,3925.45
1668,1.00,845.00,105.30,447067.00,3063.39
1670,1.00,846.00,105.32,396160.00,2677.62
1672,1.00,847.00,104.67,453440.00,3078.98
1674,1.00,848.00,104.32,507408.00,3404.80
1676,1.00,849.00,104.10,542907.00,3563.21
1678,1.00,850.00,104.31,492261.00,3241.72
1680,1.00,851.00,104.56,576543.00,4203.45
1682,1.00,852.00,104.19,701692.00,5008.94
1684,1.00,853.00,103.39,628139.00,4265.56
1686,1.00,854.00,103.39,586295.00,4122.98
1688,1.00,855.00,103.26,523312.00,3791.86
1690,1.00,856.00,101.74,485531.00,3491.78
1692,1.00,857.00,103.05,610213.00,4402.23
1694,1.00,858.00,102.75,759385.00,5228.32
1696,1.00,859.00,102.05,718142.00,4710.00
1698,1.00,860.00,101.69,534090.00,4103.56
1700,1.00,861.00,102.34,617420.00,4629.58
1702,1.00,862.00,102.32,649248.00,4696.85
1704,1.00,863.00,102.13,505325.00,4262.91
1706,1.00,864.00,101.21,458035.00,3766.96
1708,1.00,865.00,102.01,619365.00,4650.85
1710,1.00,866.00,100.04,754991.00,5656.26
1712,1.00,867.00,101.21,651161.00,5187.37
1714,1.00,868.00,100.81,657474.00,5032.12
1716,1.00,869.00,99.97,617142.00,4453.29
1718,1.00,870.00,96.64,710311.00,5245.63
1720,1.00,871.00,97.01,568314.00,4065.19
1722,1.00,872.00,96.70,821772.00,5763.42
1724,1.00,873.00,96.68,835579.00,5826.22
1726,1.00,874.00,96.67,816745.00,5725.68
1728,1.00,875.00,94.90,677817.00,4999.97
1730,1.00,876.00,94.62,1091914.00,6712.23
1732,1.00,877.00,95.00,1039998.00,6814.55
1734,1.00,878.00,94.22,1020322.00,6831.90
1736,1.00,879.00,94.25,847534.00,5599.06
1738,1.00,880.00,94.58,729565.00,5036.70
1740,1.00,881.00,94.45,608765.00,4508.46
1742,1.00,882.00,95.14,501468.00,3712.72
1744,1.00,883.00,95.09,413920.00,3077.51
1746,1.00,884.00,95.48,386822.00,2775.02
1748,1.00,885.00,94.88,417091.00,3083.67
1750,1.00,886.00,94.62,474608.00,3413.47
1752,1.00,887.00,94.51,847877.00,5345.33
1754,1.00,888.00,93.79,736607.00,4668.12
1756,1.00,889.00,94.63,610421.00,4203.36
1758,1.00,890.00,94.72,742608.00,5003.55
1760,1.00,891.00,94.96,647298.00,4616.56
1762,1.00,892.00,94.85,725633.00,5314.02
1764,1.00,893.00,94.70,485643.00,3471.61
1766,1.00,894.00,95.03,615705.00,4448.88
1768,1.00,895.00,94.43,567156.00,4205.88
1770,1.00,896.00,92.23,975450.00,6105.70
1772,1.00,897.00,91.77,925791.00,5754.67
1774,1.00,898.00,91.90,767319.00,5282.02
1776,1.00,899.00,92.23,1021202.00,6190.93
1778,1.00,900.00,92.38,888533.00,5958.02
1780,1.00,901.00,92.09,1062907.00,6287.30
1782,1.00,902.00,90.22,997843.00,5837.46
1784,1.00,903.00,90.67,808435.00,5685.44
1786,1.00,904.00,90.75,795229.00,5671.56
1788,1.00,905.00,90.74,891745.00,6053.64
1790,1.00,906.00,87.74,931762.00,5393.05
1792,1.00,907.00,87.37,993013.00,6502.74
1794,1.00,908.00,86.66,1067412.00,6377.23
1796,1.00,909.00,87.87,1122612.00,6862.56
1798,1.00,910.00,87.19,833510.00,5364.50
1800,1.00,911.00,87.11,905173.00,5532.30
1802,1.00,912.00,88.74,859049.00,6558.75
1804,1.00,913.00,89.22,700485.00,5425.00
1806,1.00,914.00,87.16,720505.00,5337.89
1808,1.00,915.00,87.16,753593.00,5497.46
1810,1.00,916.00,87.17,876001.00,6019.22
1812,1.00,917.00,86.60,808011.00,5374.03
1814,1.00,918.00,87.34,910095.00,5760.33
1816,1.00,919.00,86.02,727370.00,4681.42
1818,1.00,920.00,85.33,674270.00,4580.04
1820,1.00,921.00,85.79,565879.00,3999.61
1822,1.00,922.00,84.74,541055.00,4138.63
1824,1.00,923.00,84.23,525287.00,3829.17
1826,1.00,924.00,84.38,421947.00,3217.21
1828,1.00,925.00,82.58,467641.00,3633.53
1830,1.00,926.00,82.10,562453.00,4012.09
1832,1.00,927.00,81.27,914720.00,6139.51
1834,1.00,928.00,80.63,1044161.00,6927.53
1836,1.00,929.00,80.88,881964.00,6297.28
1838,1.00,930.00,81.31,902196.00,6391.22
1840,1.00,931.00,81.09,574716.00,3640.13
1842,1.00,932.00,81.65,688208.00,4703.79
1844,1.00,933.00,81.25,904845.00,6000.07
1846,1.00,934.00,81.72,1002627.00,6390.17
1848,1.00,935.00,81.57,922972.00,6089.40
1850,1.00,936.00,81.84,834489.00,5283.13
1852,1.00,937.00,81.20,994843.00,6177.44
1854,1.00,938.00,81.37,839830.00,5128.90
1856,1.00,939.00,79.97,530571.00,3840.76
1858,1.00,940.00,78.76,704657.00,5412.18
1860,1.00,941.00,78.26,623474.00,4657.84
1862,1.00,942.00,79.03,674562.00,4712.48
1864,1.00,943.00,78.44,743065.00,5421.83
1866,1.00,944.00,78.63,564000.00,4301.37
1868,1.00,945.00,78.00,570553.00,4316.28
1870,1.00,946.00,78.20,477534.00,3794.79
1872,1.00,947.00,78.05,490813.00,3642.24
1874,1.00,948.00,79.10,904738.00,5494.86
1876,1.00,949.00,79.61,884822.00,5695.35
1878,1.00,950.00,78.47,461548.00,3203.99
1880,1.00,951.00,77.59,897824.00,6470.49
1882,1.00,952.00,76.99,897178.00,6389.92
1884,1.00,953.00,77.37,892166.00,6499.65
1886,1.00,954.00,77.57,778159.00,5818.12
1888,1.00,955.00,76.40,788180.00,5405.10
1890,1.00,956.00,77.19,805017.00,5363.93
1892,1.00,957.00,76.66,849684.00,5986.47
1894,1.00,958.00,76.78,665230.00,4444.94
1896,1.00,959.00,77.51,634995.00,4802.50
1898,1.00,960.00,77.67,532629.00,4343.55
1900,1.00,961.00,78.23,545292.00,4558.07
1902,1.00,962.00,77.68,572891.00,4943.47
1904,1.00,963.00,77.63,555559.00,4939.18
1906,1.00,964.00,77.30,478058.00,3830.25
1908,1.00,965.00,77.12,485872.00,3973.92
1910,1.00,966.00,76.31,754343.00,5260.64
1912,1.00,967.00,75.79,889173.00,6212.06
1914,1.00,968.00,75.64,827893.00,6096.50
1916,1.00,969.00,74.41,722702.00,5314.91
1918,1.00,970.00,74.35,619769.00,4701.55
1920,1.00,971.00,76.08,532792.00,3640.50
1922,1.00,972.00,76.72,634918.00,4342.87
1924,1.00,973.00,74.62,758070.00,5443.16
1926,1.00,974.00,74.00,848914.00,5517.89
1928,1.00,975.00,74.32,811171.00,5130.12
1930,1.00,976.00,72.41,718992.00,4798.97
1932,1.00,977.00,72.04,722808.00,5104.24
1934,1.00,978.00,72.45,747845.00,4860.18
1936,1.00,979.00,71.43,943488.00,5855.63
1938,1.00,980.00,71.16,1022282.00,6356.91
1940,1.00,981.00,71.02,851218.00,5487.81
1942,1.00,982.00,70.61,422335.00,3076.14
1944,1.00,983.00,71.19,622425.00,4483.06
1946,1.00,984.00,71.23,739703.00,4756.55
1948,1.00,985.00,71.95,680024.00,4486.09
1950,1.00,986.00,71.92,472133.00,3487.71
1952,1.00,987.00,70.39,488625.00,3952.10
1954,1.00,988.00,69.61,505309.00,3652.26
1956,1.00,989.00,69.16,476623.00,3220.51
1958,1.00,990.00,69.21,458071.00,3140.84
1960,1.00,991.00,68.69,476430.00,3412.85
1962,1.00,992.00,67.95,434824.00,3143.88
1964,1.00,993.00,65.99,630962.00,4757.53
1966,1.00,994.00,67.15,435141.00,3095.64
1968,1.00,995.00,66.35,516392.00,3787.77
1970,1.00,996.00,66.12,526522.00,3789.98
1972,1.00,997.00,64.76,459200.00,3381.11
1974,1.00,998.00,64.62,484444.00,3453.22
1976,1.00,999.00,63.82,672460.00,4829.29
1978,1.00,1000.00,63.31,717516.00,4789.09
1980,1.00,1001.00,63.67,699178.00,4601.58
1982,1.00,1002.00,61.73,786713.00,5530.12
1984,1.00,1003.00,62.20,664763.00,4604.65
1986,1.00,1004.00,62.05,781304.00,5189.84
1988,1.00,1005.00,61.53,740621.00,4895.98
1990,1.00,1006.00,60.92,996761.00,6063.08
1992,1.00,1007.00,60.95,1029505.00,6598.13
1994,1.00,1008.00,61.22,893857.00,6027.40
1996,1.00,1009.00,61.67,520230.00,3756.80
1998,1.00,1010.00,60.85,550357.00,4022.69
2000,1.00,1011.00,58.62,658474.00,4796.97
2002,1.00,1012.00,57.65,481413.00,3947.45
2004,1.00,1013.00,58.71,472246.00,3408.39
2006,1.00,1014.00,58.21,476560.00,3749.63
2008,1.00,1015.00,58.82,462261.00,3332.93
2010,1.00,1016.00,59.14,684186.00,4523.22
2012,1.00,1017.00,59.34,745322.00,4959.23
2014,1.00,1018.00,59.37,680549.00,4805.00
2016,1.00,1019.00,58.21,714445.00,5619.45
2018,1.00,1020.00,57.47,631977.00,5162.05
2020,1.00,1021.00,58.53,536305.00,4093.38
2022,1.00,1022.00,55.75,513079.00,4227.01
2024,1.00,1023.00,56.34,687531.00,4916.55
2026,1.00,1024.00,54.50,933412.00,6406.33
2028,1.00,1025.00,53.06,835157.00,5981.59
2030,1.00,1026.00,52.81,799598.00,6152.95
2032,1.00,1027.00,51.34,1051588.00,7565.52
2034,1.00,1028.00,51.13,918802.00,6371.59
2036,1.00,1029.00,51.63,750540.00,6051.42
2038,1.00,1030.00,50.68,901446.00,6056.79
2040,1.00,1031.00,50.82,877636.00,5998.96
2042,1.00,1032.00,51.06,715834.00,5903.29
2044,1.00,1033.00,51.07,667823.00,5460.39
2046,1.00,1034.00,50.59,826668.00,6189.40
2048,1.00,1035.00,49.65,804725.00,6128.74
2050,1.00,1036.00,49.88,741578.00,5765.04
2052,1.00,1037.00,49.08,718779.00,5696.44
2054,1.00,1038.00,49.43,657753.00,4846.35
2056,1.00,1039.00,48.57,870172.00,6181.34
2058,1.00,1040.00,48.68,671487.00,4962.91
2060,1.00,1041.00,47.62,614616.00,4791.32
2062,1.00,1042.00,47.07,607575.00,4511.34
2064,1.00,1043.00,47.28,602388.00,4474.70
2066,1.00,1044.00,47.22,597901.00,4434.03
2068,1.00,1045.00,49.04,815314.00,6003.32
2070,1.00,1046.00,48.75,1100665.00,6933.22
2072,1.00,1047.00,47.42,1118105.00,7168.61
2074,1.00,1048.00,46.02,970803.00,5902.98
2076,1.00,1049.00,45.76,968744.00,5839.28
2078,1.00,1050.00,45.12,971193.00,5931.02
2080,1.00,1051.00,43.10,878992.00,5578.02
2082,1.00,1052.00,44.65,761300.00,5556.66
2084,1.00,1053.00,44.24,759454.00,5370.19
2086,1.00,1054.00,45.40,902099.00,5935.15
2088,1.00,1055.00,44.24,646131.00,5071.05
2090,1.00,1056.00,43.54,546546.00,4309.49
2092,1.00,1057.00,42.90,675616.00,4845.25
2094,1.00,1058.00,42.87,622124.00,4717.66
2096,1.00,1059.00,44.05,478134.00,3666.64
2098,1.00,1060.00,42.44,773886.00,5231.26
2100,1.00,1061.00,43.68,1063740.00,6707.89
2102,1.00,1062.00,42.72,872396.00,5409.99
2104,1.00,1063.00,42.33,689998.00,4712.16
2106,1.00,1064.00,42.36,573432.00,4537.31
2108,1.00,1065.00,44.65,734471.00,5633.43
2110,1.00,1066.00,43.44,634521.00,5176.79
2112,1.00,1067.00,45.94,635358.00,4525.15
2114,1.00,1068.00,45.32,536647.00,3968.75
2116,1.00,1069.00,45.20,486658.00,3775.93
2118,1.00,1070.00,42.09,514642.00,3872.79
2120,1.00,1071.00,42.99,512928.00,3860.64
2122,1.00,1072.00,43.15,518585.00,3855.43
2124,1.00,1073.00,43.06,583269.00,4020.63
2126,1.00,1074.00,42.36,929014.00,6427.47
2128,1.00,1075.00,42.26,975342.00,6718.34
2130,1.00,1076.00,43.43,570326.00,4192.22
2132,1.00,1077.00,42.73,506974.00,3574.26
2134,1.00,1078.00,42.82,692500.00,4906.26
2136,1.00,1079.00,42.58,949737.00,6139.71
2138,1.00,1080.00,41.93,697390.00,5032.06
2140,1.00,1081.00,39.99,584654.00,4100.98
2142,1.00,1082.00,39.99,737248.00,5443.97
2144,1.00,1083.00,39.32,771502.00,5725.23
2146,1.00,1084.00,37.34,631486.00,4655.45
2148,1.00,1085.00,38.50,782343.00,5653.42
2150,1.00,1086.00,38.15,902260.00,6150.14
2152,1.00,1087.00,37.74,669292.00,4917.29
2154,1.00,1088.00,37.65,453155.00,3559.13
2156,1.00,1089.00,37.86,464510.00,3391.66
